Category,City,Country & State (group),Country,Customer ID,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Office Supplies,Pueblo,Other,United States,SV-20785,Stewart Visinsky,0.7,1,6/21/2014,,81001,OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",-16.776,2,West,2679,25.164,Consumer,6/21/2014,Same Day,Colorado,Binders
Office Supplies,Glendale,Other,United States,PG-18820,Patrick Gardner,0.7,1,3/8/2016,10/20/6306,85301,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-7.1148,3,West,1705,9.702,Consumer,3/8/2016,Same Day,Arizona,Binders
Office Supplies,Phoenix,Other,United States,TB-21280,Toby Braunhardt,0.7,1,6/22/2014,,85023,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,-6.0324,3,West,9001,8.226,Consumer,6/22/2014,Same Day,Arizona,Binders
Office Supplies,Tempe,Other,United States,EH-13945,Eric Hoffmann,0.7,1,7/10/2015,,85281,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,-2.244,3,West,3198,3.366,Consumer,7/10/2015,Same Day,Arizona,Binders
Office Supplies,Peoria,Other,United States,SV-20935,Susan Vittorini,0.7,1,12/2/2017,,85345,OFF-BI-10001670,Vinyl Sectional Post Binders,-45.24,6,West,8642,67.86,Consumer,12/2/2017,Same Day,Arizona,Binders
Office Supplies,Pueblo,Other,United States,SV-20785,Stewart Visinsky,0.7,1,6/21/2014,,81001,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",-8.1312,7,West,2678,11.088,Consumer,6/21/2014,Same Day,Colorado,Binders
Office Supplies,South Bend,Other,United States,RK-19300,Ralph Kennedy,0,1,7/20/2015,,46614,OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",9.7328,1,Central,1850,34.76,Consumer,7/25/2015,Second Class,Indiana,Storage
Office Supplies,Marion,Other,United States,TM-21010,Tamara Manning,0,1,1/29/2017,,52302,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",3.5048,1,Central,9917,13.48,Consumer,1/31/2017,Second Class,Iowa,Storage
Office Supplies,Springfield,Other,United States,RW-19690,Robert Waldorf,0,1,9/10/2017,11/20/0905,65807,OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,7.254,2,Central,1966,24.18,Consumer,9/15/2017,Second Class,Missouri,Appliances
Office Supplies,Elkhart,Other,United States,LH-16900,Lena Hernandez,0,1,7/23/2017,,46514,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",5.4896,2,Central,4373,11.68,Consumer,7/25/2017,Second Class,Indiana,Art
Office Supplies,Dearborn Heights,Other,United States,RD-19900,Ruben Dartt,0,1,4/5/2014,,48127,OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,7.476,2,Central,9507,26.7,Consumer,4/7/2014,Second Class,Michigan,Art
Office Supplies,Noblesville,Other,United States,DL-12925,Daniel Lacy,0,1,10/12/2015,,46060,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,5.652,2,Central,2916,12.56,Consumer,10/17/2015,Second Class,Indiana,Binders
Office Supplies,Columbia,Other,United States,GA-14725,Guy Armstrong,0,1,2/11/2014,,65203,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,4.4344,2,Central,9257,9.64,Consumer,2/15/2014,Second Class,Missouri,Binders
Office Supplies,Holland,Other,United States,JH-15820,John Huston,0,1,9/3/2015,,49423,OFF-LA-10001982,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,3.6,2,Central,8463,7.5,Consumer,9/7/2015,Second Class,Michigan,Labels
Office Supplies,South Bend,Other,United States,RK-19300,Ralph Kennedy,0,1,7/20/2015,,46614,OFF-PA-10003129,Tops White Computer Printout Paper,45.9754,2,Central,1854,97.82,Consumer,7/25/2015,Second Class,Indiana,Paper
Office Supplies,Marion,Other,United States,TM-21010,Tamara Manning,0,1,1/29/2017,,52302,OFF-PA-10003848,Xerox 1997,6.2208,2,Central,9915,12.96,Consumer,1/31/2017,Second Class,Iowa,Paper
Office Supplies,Grand Island,Other,United States,TM-21010,Tamara Manning,0,1,9/18/2017,,68801,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",7.98,2,Central,5324,15.96,Consumer,9/23/2017,Second Class,Nebraska,Paper
Office Supplies,Tulsa,Other,United States,TB-21400,Tom Boeckenhauer,0,1,9/7/2014,,74133,OFF-PA-10000223,Xerox 2000,6.2208,2,Central,2648,12.96,Consumer,9/12/2014,Second Class,Oklahoma,Paper
Office Supplies,Indianapolis,Other,United States,CT-11995,Carol Triggs,0,1,9/15/2015,,46203,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,11.4516,2,Central,2236,190.86,Consumer,9/17/2015,Second Class,Indiana,Storage
Office Supplies,Columbia,Other,United States,GA-14725,Guy Armstrong,0,1,2/11/2014,,65203,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,2.5984,2,Central,9260,64.96,Consumer,2/15/2014,Second Class,Missouri,Storage
Office Supplies,Springfield,Other,United States,RW-19690,Robert Waldorf,0,1,9/10/2017,11/20/0905,65807,OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",14.6157,3,Central,1960,33.99,Consumer,9/15/2017,Second Class,Missouri,Appliances
Office Supplies,Dearborn Heights,Other,United States,RD-19900,Ruben Dartt,0,1,4/5/2014,,48127,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",4.5837,3,Central,9509,13.89,Consumer,4/7/2014,Second Class,Michigan,Art
Office Supplies,Fargo,Other,United States,NC-18340,Nat Carroll,0,1,5/20/2017,11/20/1332,58103,OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,35.6238,3,Central,4363,131.94,Consumer,5/22/2017,Second Class,North Dakota,Art
Office Supplies,Columbia,Other,United States,GA-14725,Guy Armstrong,0,1,2/11/2014,,65203,OFF-BI-10004654,VariCap6 Expandable Binder,24.393,3,Central,9259,51.9,Consumer,2/15/2014,Second Class,Missouri,Binders
Office Supplies,Springfield,Other,United States,RW-19690,Robert Waldorf,0,1,9/10/2017,11/20/0905,65807,OFF-BI-10003669,3M Organizer Strips,7.776,3,Central,1959,16.2,Consumer,9/15/2017,Second Class,Missouri,Binders
Office Supplies,Springfield,Other,United States,RW-19690,Robert Waldorf,0,1,9/10/2017,11/20/0905,65807,OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,6.5808,3,Central,1963,13.71,Consumer,9/15/2017,Second Class,Missouri,Binders
Office Supplies,Tulsa,Other,United States,TB-21400,Tom Boeckenhauer,0,1,9/7/2014,,74133,OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",20.1207,3,Central,2647,42.81,Consumer,9/12/2014,Second Class,Oklahoma,Binders
Office Supplies,La Crosse,Other,United States,EB-13930,Eric Barreto,0,1,2/27/2016,10/20/1448,54601,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,28.41,3,Central,4555,56.82,Consumer,3/1/2016,Second Class,Wisconsin,Binders
Office Supplies,Tulsa,Other,United States,AG-10330,Alex Grayson,0,1,8/3/2016,10/20/4150,74133,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",38.3238,3,Central,6158,81.54,Consumer,8/5/2016,Second Class,Oklahoma,Envelopes
Office Supplies,Fargo,Other,United States,NC-18340,Nat Carroll,0,1,5/20/2017,11/20/1332,58103,OFF-FA-10001843,Staples,3.4827,3,Central,4366,7.41,Consumer,5/22/2017,Second Class,North Dakota,Fasteners
Office Supplies,Columbia,Other,United States,GA-14725,Guy Armstrong,0,1,2/11/2014,,65203,OFF-LA-10004853,Avery 483,6.8724,3,Central,9256,14.94,Consumer,2/15/2014,Second Class,Missouri,Labels
Office Supplies,Detroit,Other,United States,DB-13210,Dean Braden,0,1,12/9/2017,10/20/9960,48234,OFF-PA-10000349,Easy-staple paper,7.0218,3,Central,3654,14.94,Consumer,12/11/2017,Second Class,Michigan,Paper
Office Supplies,Springfield,Other,United States,RW-19690,Robert Waldorf,0,1,9/10/2017,11/20/0905,65807,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,17.1774,3,Central,1965,286.29,Consumer,9/15/2017,Second Class,Missouri,Storage
Office Supplies,Aberdeen,Other,United States,JL-15505,Jeremy Lonsdale,0,1,11/11/2017,,57401,OFF-SU-10004661,Acme Titanium Bonded Scissors,6.63,3,Central,9261,25.5,Consumer,11/14/2017,Second Class,South Dakota,Supplies
Office Supplies,Fargo,Other,United States,NC-18340,Nat Carroll,0,1,5/20/2017,11/20/1332,58103,OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",8.2944,4,Central,4364,25.92,Consumer,5/22/2017,Second Class,North Dakota,Art
Office Supplies,Richmond,Other,United States,RA-19285,Ralph Arnett,0,1,8/13/2015,,47374,OFF-BI-10003529,Avery Round Ring Poly Binders,5.5664,4,Central,6260,11.36,Consumer,8/17/2015,Second Class,Indiana,Binders
Office Supplies,Detroit,Other,United States,DB-13210,Dean Braden,0,1,12/9/2017,10/20/9960,48234,OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,15.5112,4,Central,3653,33.72,Consumer,12/11/2017,Second Class,Michigan,Binders
Office Supplies,Jackson,Other,United States,AR-10540,Andy Reiter,0,1,1/16/2017,,49201,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,2504.2216,4,Central,6521,5443.96,Consumer,1/18/2017,Second Class,Michigan,Binders
Office Supplies,Fargo,Other,United States,NC-18340,Nat Carroll,0,1,5/20/2017,11/20/1332,58103,OFF-ST-10003816,Fellowes High-Stak Drawer Files,162.0948,4,Central,4365,704.76,Consumer,5/22/2017,Second Class,North Dakota,Storage
Office Supplies,Lawrence,Other,United States,DL-13330,Denise Leinenbach,0,1,11/21/2015,10/20/9337,46226,OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",5.135,5,Central,6677,19.75,Consumer,11/23/2015,Second Class,Indiana,Appliances
Office Supplies,Detroit,Other,United States,DB-13210,Dean Braden,0,1,12/9/2017,10/20/9960,48234,OFF-AR-10001860,BIC Liqua Brite Liner,12.492,5,Central,3652,34.7,Consumer,12/11/2017,Second Class,Michigan,Art
Office Supplies,Dearborn Heights,Other,United States,RD-19900,Ruben Dartt,0,1,4/5/2014,,48127,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",18.09,5,Central,9508,40.2,Consumer,4/7/2014,Second Class,Michigan,Binders
Office Supplies,Springfield,Other,United States,AS-10090,Adam Shillingsburg,0,1,4/1/2017,,65807,OFF-EN-10001990,Staple envelope,13.348,5,Central,2403,28.4,Consumer,4/4/2017,Second Class,Missouri,Envelopes
Office Supplies,South Bend,Other,United States,RK-19300,Ralph Kennedy,0,1,7/20/2015,,46614,OFF-PA-10000528,Xerox 1981,11.88,5,Central,1852,26.4,Consumer,7/25/2015,Second Class,Indiana,Paper
Office Supplies,Marion,Other,United States,TM-21010,Tamara Manning,0,1,1/29/2017,,52302,OFF-PA-10000176,Xerox 1887,45.528,5,Central,9916,94.85,Consumer,1/31/2017,Second Class,Iowa,Paper
Office Supplies,Springfield,Other,United States,RW-19690,Robert Waldorf,0,1,9/10/2017,11/20/0905,65807,OFF-PA-10002586,Xerox 1970,11.703,5,Central,1964,24.9,Consumer,9/15/2017,Second Class,Missouri,Paper
Office Supplies,Fremont,Other,United States,MC-17575,Matt Collins,0,1,12/20/2016,,68025,OFF-PA-10003673,Strathmore Photo Mount Cards,15.594,5,Central,7029,33.9,Consumer,12/23/2016,Second Class,Nebraska,Paper
Office Supplies,Lafayette,Other,United States,RD-19720,Roger Demir,0,1,3/29/2017,12/20/6550,47905,OFF-ST-10001031,Adjustable Personal File Tote,21.164,5,Central,5720,81.4,Consumer,4/2/2017,Second Class,Indiana,Storage
Office Supplies,South Bend,Other,United States,RK-19300,Ralph Kennedy,0,1,7/20/2015,,46614,OFF-ST-10003442,Eldon Portable Mobile Manager,38.178,5,Central,1855,141.4,Consumer,7/25/2015,Second Class,Indiana,Storage
Office Supplies,Lawrence,Other,United States,DL-13330,Denise Leinenbach,0,1,11/21/2015,10/20/9337,46226,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",4.914,6,Central,6675,10.92,Consumer,11/23/2015,Second Class,Indiana,Art
Office Supplies,Dearborn Heights,Other,United States,RD-19900,Ruben Dartt,0,1,4/5/2014,,48127,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,20.6946,6,Central,9510,689.82,Consumer,4/7/2014,Second Class,Michigan,Storage
Office Supplies,Springfield,Other,United States,AS-10090,Adam Shillingsburg,0,1,4/1/2017,,65807,OFF-ST-10000649,Hanging Personal Folder File,23.55,6,Central,2402,94.2,Consumer,4/4/2017,Second Class,Missouri,Storage
Office Supplies,South Bend,Other,United States,RK-19300,Ralph Kennedy,0,1,7/20/2015,,46614,OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",49.105,7,Central,1853,106.75,Consumer,7/25/2015,Second Class,Indiana,Envelopes
Office Supplies,Jackson,Other,United States,AR-10540,Andy Reiter,0,1,1/16/2017,,49201,OFF-PA-10001260,"TOPS Money Receipt Book, Consecutively Numbered in Red,",25.2315,7,Central,6523,56.07,Consumer,1/18/2017,Second Class,Michigan,Paper
Office Supplies,Indianapolis,Other,United States,CT-11995,Carol Triggs,0,1,9/15/2015,,46203,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,8.2688,8,Central,2237,24.32,Consumer,9/17/2015,Second Class,Indiana,Art
Office Supplies,Detroit,Other,United States,KL-16645,Ken Lonsdale,0,1,4/9/2017,11/20/2900,48205,OFF-BI-10002867,GBC Recycled Regency Composition Covers,219.9904,8,Central,4418,478.24,Consumer,4/12/2017,Second Class,Michigan,Binders
Office Supplies,Fargo,Other,United States,NC-18340,Nat Carroll,0,1,5/20/2017,11/20/1332,58103,OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.095,10,Central,4367,21.5,Consumer,5/22/2017,Second Class,North Dakota,Art
Office Supplies,Chicago,Other,United States,AG-10900,Arthur Gainer,0.2,1,9/13/2015,,60623,OFF-EN-10002621,Staple envelope,2.934,1,Central,8186,7.824,Consumer,9/17/2015,Second Class,Illinois,Envelopes
Office Supplies,Dallas,south coast,United States,GA-14515,George Ashbrook,0.2,1,5/18/2014,,75220,OFF-PA-10001526,Xerox 1949,1.4442,1,Central,9833,3.984,Consumer,5/22/2014,Second Class,Texas,Paper
Office Supplies,Houston,south coast,United States,KH-16360,Katherine Hughes,0.2,1,5/21/2014,12/20/7166,77070,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",1.6308,1,Central,9794,4.832,Consumer,5/23/2014,Second Class,Texas,Paper
Office Supplies,Houston,south coast,United States,JL-15850,John Lucas,0.2,1,7/22/2014,,77095,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,1.3316,1,Central,9675,26.632,Consumer,7/24/2014,Second Class,Texas,Storage
Office Supplies,Brownsville,south coast,United States,CM-12160,Charles McCrossin,0.2,1,9/28/2017,,78521,OFF-SU-10001935,Staple remover,-0.3488,1,Central,1069,1.744,Consumer,9/30/2017,Second Class,Texas,Supplies
Office Supplies,Carrollton,south coast,United States,AB-10150,Aimee Bixby,0.2,1,11/19/2017,,75007,OFF-SU-10001165,Acme Elite Stainless Steel Scissors,0.5004,1,Central,1599,6.672,Consumer,11/21/2017,Second Class,Texas,Supplies
Office Supplies,Houston,south coast,United States,RA-19285,Ralph Arnett,0.2,1,12/13/2014,,77070,OFF-SU-10001574,Acme Value Line Scissors,0.365,1,Central,3592,2.92,Consumer,12/15/2014,Second Class,Texas,Supplies
Office Supplies,El Paso,south coast,United States,TS-21655,Trudy Schmidt,0.2,1,1/2/2017,,79907,OFF-AR-10001955,Newell 319,3.968,2,Central,8361,31.744,Consumer,1/4/2017,Second Class,Texas,Art
Office Supplies,Keller,south coast,United States,DL-12865,Dan Lawera,0.2,1,1/19/2017,,76248,OFF-LA-10003714,Avery 510,2.1,2,Central,1885,6,Consumer,1/23/2017,Second Class,Texas,Labels
Office Supplies,Chicago,Other,United States,JF-15415,Jennifer Ferguson,0.2,1,6/17/2014,,60653,OFF-PA-10001725,Xerox 1892,22.4808,2,Central,9897,62.016,Consumer,6/20/2014,Second Class,Illinois,Paper
Office Supplies,Dallas,south coast,United States,DB-13660,Duane Benoit,0.2,1,3/25/2017,10/20/1077,75081,OFF-PA-10004239,Xerox 1953,2.14,2,Central,3391,6.848,Consumer,3/30/2017,Second Class,Texas,Paper
Office Supplies,Chicago,Other,United States,MS-17365,Maribeth Schnelling,0.2,1,3/5/2015,,60653,OFF-ST-10000777,"Companion Letter/Legal File, Black",6.0416,2,Central,8253,60.416,Consumer,3/9/2015,Second Class,Illinois,Storage
Office Supplies,Chicago,Other,United States,RL-19615,Rob Lucas,0.2,1,7/12/2015,12/20/6557,60610,OFF-AR-10003190,Newell 32,0.6912,3,Central,4548,6.912,Consumer,7/17/2015,Second Class,Illinois,Art
Office Supplies,Dallas,south coast,United States,AH-10465,Amy Hunt,0.2,1,1/3/2015,,75217,OFF-AR-10001246,Newell 317,0.7938,3,Central,5055,7.056,Consumer,1/8/2015,Second Class,Texas,Art
Office Supplies,Dallas,south coast,United States,NS-18505,Neola Schneider,0.2,1,11/24/2016,12/20/8531,75217,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",1.5795,3,Central,1669,14.04,Consumer,11/26/2016,Second Class,Texas,Art
Office Supplies,San Antonio,south coast,United States,DM-13015,Darrin Martin,0.2,1,10/23/2017,,78207,OFF-AR-10000634,Newell 320,0.8988,3,Central,3858,10.272,Consumer,10/28/2017,Second Class,Texas,Art
Office Supplies,Dallas,south coast,United States,NS-18505,Neola Schneider,0.2,1,11/24/2016,12/20/8531,75217,OFF-FA-10002676,Colored Push Pins,0.8688,3,Central,1666,4.344,Consumer,11/26/2016,Second Class,Texas,Fasteners
Office Supplies,Chicago,Other,United States,CC-12220,Chris Cortes,0.2,1,9/9/2014,10/20/3527,60653,OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",3.405,3,Central,8381,10.896,Consumer,9/14/2014,Second Class,Illinois,Paper
Office Supplies,Dallas,south coast,United States,JF-15565,Jill Fjeld,0.2,1,8/8/2016,12/20/1034,75081,OFF-PA-10001994,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",17.5344,3,Central,1801,53.952,Consumer,8/10/2016,Second Class,Texas,Paper
Office Supplies,Dallas,south coast,United States,NS-18505,Neola Schneider,0.2,1,11/24/2016,12/20/8531,75217,OFF-PA-10000167,Xerox 1925,23.235,3,Central,1668,74.352,Consumer,11/26/2016,Second Class,Texas,Paper
Office Supplies,Dallas,south coast,United States,AB-10150,Aimee Bixby,0.2,1,1/31/2016,,75220,OFF-PA-10003936,Xerox 1994,5.4432,3,Central,5114,15.552,Consumer,2/2/2016,Second Class,Texas,Paper
Office Supplies,Houston,south coast,United States,KH-16510,Keith Herrera,0.2,1,10/28/2017,11/20/1262,77095,OFF-PA-10001937,Xerox 21,5.4432,3,Central,6496,15.552,Consumer,11/1/2017,Second Class,Texas,Paper
Office Supplies,Houston,south coast,United States,ST-20530,Shui Tom,0.2,1,2/14/2014,10/20/7706,77095,OFF-PA-10000466,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",6.066,3,Central,5467,16.176,Consumer,2/19/2014,Second Class,Texas,Paper
Office Supplies,Chicago,Other,United States,CL-11890,Carl Ludwig,0.2,1,7/26/2014,,60623,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",-29.3436,3,Central,2344,123.552,Consumer,7/30/2014,Second Class,Illinois,Storage
Office Supplies,El Paso,south coast,United States,TS-21655,Trudy Schmidt,0.2,1,1/2/2017,,79907,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",27.9108,3,Central,8364,372.144,Consumer,1/4/2017,Second Class,Texas,Storage
Office Supplies,Carrollton,south coast,United States,AB-10150,Aimee Bixby,0.2,1,11/19/2017,,75007,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",8.6744,4,Central,1600,99.136,Consumer,11/21/2017,Second Class,Texas,Art
Office Supplies,Chicago,Other,United States,HA-14920,Helen Andreada,0.2,1,9/11/2017,11/20/7044,60623,OFF-FA-10000936,Acco Hot Clips Clips to Go,3.29,4,Central,4368,10.528,Consumer,9/13/2017,Second Class,Illinois,Fasteners
Office Supplies,Dallas,south coast,United States,JF-15565,Jill Fjeld,0.2,1,8/8/2016,12/20/1034,75081,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,3.6296,4,Central,1800,11.168,Consumer,8/10/2016,Second Class,Texas,Fasteners
Office Supplies,Houston,south coast,United States,CM-12445,Chuck Magee,0.2,1,10/20/2016,,77095,OFF-FA-10003112,Staples,7.89,4,Central,6207,25.248,Consumer,10/24/2016,Second Class,Texas,Fasteners
Office Supplies,Carrollton,south coast,United States,AB-10150,Aimee Bixby,0.2,1,11/19/2017,,75007,OFF-PA-10000308,Xerox 1901,5.28,4,Central,1598,16.896,Consumer,11/21/2017,Second Class,Texas,Paper
Office Supplies,Waco,south coast,United States,CB-12025,Cassandra Brandow,0.2,1,2/5/2017,,76706,OFF-AR-10003087,Staples in misc. colors,0.712,5,Central,6568,7.12,Consumer,2/8/2017,Second Class,Texas,Art
Office Supplies,Houston,south coast,United States,SC-20020,Sam Craven,0.2,1,4/2/2014,,77095,OFF-PA-10002986,Xerox 1898,9.352,5,Central,8827,26.72,Consumer,4/6/2014,Second Class,Texas,Paper
Office Supplies,Irving,south coast,United States,JS-15880,John Stevenson,0.2,1,7/14/2016,11/20/5483,75061,OFF-PA-10001497,Xerox 1914,79.692,5,Central,6666,219.84,Consumer,7/18/2016,Second Class,Texas,Paper
Office Supplies,Dallas,south coast,United States,NS-18505,Neola Schneider,0.2,1,11/24/2016,12/20/8531,75217,OFF-ST-10001325,Sterilite Officeware Hinged File Box,3.668,5,Central,1664,41.92,Consumer,11/26/2016,Second Class,Texas,Storage
Office Supplies,Houston,south coast,United States,SV-20365,Seth Vernon,0.2,1,4/20/2014,,77070,OFF-ST-10004634,"Personal Folder Holder, Ebony",5.605,5,Central,5077,44.84,Consumer,4/22/2014,Second Class,Texas,Storage
Office Supplies,Chicago,Other,United States,GH-14665,Greg Hansen,0.2,1,11/17/2015,,60610,OFF-SU-10002537,Acme Box Cutter Scissors,3.069,5,Central,4421,40.92,Consumer,11/21/2015,Second Class,Illinois,Supplies
Office Supplies,Houston,south coast,United States,KH-16360,Katherine Hughes,0.2,1,5/21/2014,12/20/7166,77070,OFF-EN-10003134,Staple envelope,21.024,6,Central,9792,56.064,Consumer,5/23/2014,Second Class,Texas,Envelopes
Office Supplies,Chicago,Other,United States,HA-14920,Helen Andreada,0.2,1,9/11/2017,11/20/7044,60623,OFF-PA-10003657,Xerox 1927,6.42,6,Central,4369,20.544,Consumer,9/13/2017,Second Class,Illinois,Paper
Office Supplies,League City,south coast,United States,MB-17305,Maria Bertelson,0.2,1,10/9/2017,,77573,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,5.8751,7,Central,4917,67.144,Consumer,10/11/2017,Second Class,Texas,Art
Office Supplies,Houston,south coast,United States,CM-12445,Chuck Magee,0.2,1,10/20/2016,,77095,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",15.9425,7,Central,6206,51.016,Consumer,10/24/2016,Second Class,Texas,Paper
Office Supplies,Houston,south coast,United States,SC-20020,Sam Craven,0.2,1,4/2/2014,,77095,OFF-PA-10001593,Xerox 1947,10.465,7,Central,8828,33.488,Consumer,4/6/2014,Second Class,Texas,Paper
Office Supplies,College Station,south coast,United States,MM-17920,Michael Moore,0.2,1,12/23/2017,12/20/1216,77840,OFF-PA-10004519,Spiral Phone Message Books with Labels by Adams,10.3936,8,Central,3545,28.672,Consumer,12/25/2017,Second Class,Texas,Paper
Office Supplies,Chicago,Other,United States,ME-17725,Max Engle,0.2,1,7/12/2014,12/20/4807,60610,OFF-PA-10001526,Xerox 1949,12.9978,9,Central,7399,35.856,Consumer,7/15/2014,Second Class,Illinois,Paper
Office Supplies,Dallas,south coast,United States,CS-11860,Cari Schnelling,0.8,1,10/19/2015,,75220,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,-2.838,1,Central,8980,1.72,Consumer,10/24/2015,Second Class,Texas,Binders
Office Supplies,El Paso,south coast,United States,TS-21655,Trudy Schmidt,0.8,1,1/2/2017,,79907,OFF-AP-10000027,Hoover Commercial SteamVac,-13.58,2,Central,8362,5.432,Consumer,1/4/2017,Second Class,Texas,Appliances
Office Supplies,Chicago,Other,United States,RL-19615,Rob Lucas,0.8,1,7/12/2015,12/20/6557,60610,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,-2.9884,2,Central,4547,1.928,Consumer,7/17/2015,Second Class,Illinois,Binders
Office Supplies,Chicago,Other,United States,MS-17365,Maribeth Schnelling,0.8,1,3/5/2015,,60653,OFF-BI-10002854,"Performers Binder/Pad Holder, Black",-16.818,2,Central,8250,11.212,Consumer,3/9/2015,Second Class,Illinois,Binders
Office Supplies,Romeoville,Other,United States,DL-13315,Delfina Latchford,0.8,1,2/6/2014,10/20/8182,60441,OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",-14.7708,2,Central,8981,8.952,Consumer,2/10/2014,Second Class,Illinois,Binders
Office Supplies,Houston,south coast,United States,KH-16360,Katherine Hughes,0.8,1,5/21/2014,12/20/7166,77070,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,-31.008,3,Central,9795,18.24,Consumer,5/23/2014,Second Class,Texas,Binders
Office Supplies,San Antonio,south coast,United States,DM-13015,Darrin Martin,0.8,1,10/23/2017,,78207,OFF-BI-10004364,Storex Dura Pro Binders,-6.237,3,Central,3856,3.564,Consumer,10/28/2017,Second Class,Texas,Binders
Office Supplies,San Angelo,south coast,United States,JM-15865,John Murray,0.8,1,12/1/2016,,76903,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,-30.8672,4,Central,8113,11.648,Consumer,12/3/2016,Second Class,Texas,Appliances
Office Supplies,Waco,south coast,United States,CB-12025,Cassandra Brandow,0.8,1,2/5/2017,,76706,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,-426.986,4,Central,6567,243.992,Consumer,2/8/2017,Second Class,Texas,Binders
Office Supplies,Chicago,Other,United States,MS-17365,Maribeth Schnelling,0.8,1,3/5/2015,,60653,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,-470.548,5,Central,8252,180.98,Consumer,3/9/2015,Second Class,Illinois,Appliances
Office Supplies,Houston,south coast,United States,JS-16030,Joy Smith,0.8,1,12/2/2017,,77036,OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,-766.012,5,Central,1996,294.62,Consumer,12/4/2017,Second Class,Texas,Appliances
Office Supplies,Beaumont,south coast,United States,TB-21520,Tracy Blumstein,0.8,1,10/17/2014,12/20/4394,77705,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-17.248,5,Central,6874,10.78,Consumer,10/22/2014,Second Class,Texas,Binders
